case_id,from_resource_id,to_resource_id,from_role,to_role,start_time,end_time,task_type
case309,r0212,r0212,approver,approver,2017-06-10 22:26:00,2017-06-26 11:00:00,task_execution
case31,r0,r0,assigner,assigner,2017-04-12 17:05:00,2017-05-06 07:23:00,task_execution
case31,r0,r021,assigner,assignee,2017-05-06 07:23:00,2017-05-06 23:33:00,transfer_of_task
case31,r021,r021,assignee,assignee,2017-05-06 23:33:00,2017-05-30 23:05:00,task_execution
case31,r021,r0211,assignee,approver,2017-05-30 23:05:00,2017-06-19 05:07:00,transfer_of_task
case31,r0211,r0211,approver,approver,2017-06-19 05:07:00,2017-06-23 18:44:00,task_execution
case310,r01,r01,assigner,assigner,2017-03-05 02:44:00,2017-04-11 03:12:00,task_execution
case310,r01,r021,assigner,assignee,2017-04-11 03:12:00,2017-05-08 23:41:00,transfer_of_task
case310,r021,r021,assignee,assignee,2017-05-08 23:41:00,2017-05-20 04:33:00,task_execution
case310,r021,r0211,assignee,approver,2017-05-20 04:33:00,2017-06-05 05:05:00,transfer_of_task
case310,r0211,r0211,approver,approver,2017-06-05 05:05:00,2017-06-16 21:35:00,task_execution
case311,r02,r02,assigner,assigner,2017-03-10 10:23:00,2017-04-11 19:07:00,task_execution
case311,r02,r012,assigner,assignee,2017-04-11 19:07:00,2017-04-14 22:53:00,transfer_of_task
case311,r012,r012,assignee,assignee,2017-04-14 22:53:00,2017-05-04 03:48:00,task_execution
case311,r012,r0212,assignee,approver,2017-05-04 03:48:00,2017-05-04 23:14:00,transfer_of_task
case311,r0212,r0212,approver,approver,2017-05-04 23:14:00,2017-06-26 03:58:00,task_execution
case312,r022,r022,assigner,assigner,2017-03-01 03:19:00,2017-03-14 23:58:00,task_execution
case312,r022,r021,assigner,assignee,2017-03-14 23:58:00,2017-03-24 03:30:00,transfer_of_task
case312,r021,r021,assignee,assignee,2017-03-24 03:30:00,2017-05-01 23:18:00,task_execution
case312,r021,r0211,assignee,approver,2017-05-01 23:18:00,2017-06-22 19:36:00,transfer_of_task
case312,r0211,r0211,approver,approver,2017-06-22 19:36:00,2017-06-29 01:35:00,task_execution
case313,r0,r0,assigner,assigner,2017-04-07 23:06:00,2017-04-14 11:53:00,task_execution
case313,r0,r02,assigner,assignee,2017-04-14 11:53:00,2017-05-02 17:10:00,transfer_of_task
case313,r02,r02,assignee,assignee,2017-05-02 17:10:00,2017-06-14 00:01:00,task_execution
case313,r02,r01,assignee,approver,2017-06-14 00:01:00,2017-06-18 17:07:00,transfer_of_task
case313,r01,r01,approver,approver,2017-06-18 17:07:00,2017-06-29 19:02:00,task_execution
case314,r0,r0,assigner,assigner,2017-03-02 18:55:00,2017-03-18 04:49:00,task_execution
case314,r0,r01,assigner,assignee,2017-03-18 04:49:00,2017-04-03 21:16:00,transfer_of_task
case314,r01,r01,assignee,assignee,2017-04-03 21:16:00,2017-04-16 10:24:00,task_execution
case314,r01,r0211,assignee,approver,2017-04-16 10:24:00,2017-06-25 12:57:00,transfer_of_task
case314,r0211,r0211,approver,approver,2017-06-25 12:57:00,2017-06-29 16:59:00,task_execution
case315,r021,r021,assigner,assigner,2017-03-02 19:53:00,2017-03-03 03:11:00,task_execution
case315,r021,r011,assigner,assignee,2017-03-03 03:11:00,2017-04-20 19:34:00,transfer_of_task
case315,r011,r011,assignee,assignee,2017-04-20 19:34:00,2017-05-10 20:39:00,task_execution
case315,r011,r0212,assignee,approver,2017-05-10 20:39:00,2017-05-14 16:16:00,transfer_of_task
case315,r0212,r0212,approver,approver,2017-05-14 16:16:00,2017-06-28 22:43:00,task_execution
case316,r0,r0,assigner,assigner,2017-03-07 09:48:00,2017-05-04 03:59:00,task_execution
case316,r0,r011,assigner,assignee,2017-05-04 03:59:00,2017-05-12 12:40:00,transfer_of_task
case316,r011,r011,assignee,assignee,2017-05-12 12:40:00,2017-05-14 19:17:00,task_execution
case316,r011,r021,assignee,approver,2017-05-14 19:17:00,2017-06-22 16:01:00,transfer_of_task
case316,r021,r021,approver,approver,2017-06-22 16:01:00,2017-06-28 02:28:00,task_execution
case317,r0,r0,assigner,assigner,2017-03-19 15:08:00,2017-04-07 07:18:00,task_execution
case317,r0,r01,assigner,assignee,2017-04-07 07:18:00,2017-04-15 00:50:00,transfer_of_task
case317,r01,r01,assignee,assignee,2017-04-15 00:50:00,2017-05-19 11:57:00,task_execution
case317,r01,r0211,assignee,approver,2017-05-19 11:57:00,2017-06-08 17:55:00,transfer_of_task
case317,r0211,r0211,approver,approver,2017-06-08 17:55:00,2017-06-11 19:38:00,task_execution
case318,r022,r022,assigner,assigner,2017-03-22 17:41:00,2017-03-26 12:41:00,task_execution
case318,r022,r021,assigner,assignee,2017-03-26 12:41:00,2017-04-09 19:12:00,transfer_of_task
case318,r021,r021,assignee,assignee,2017-04-09 19:12:00,2017-04-17 04:14:00,task_execution
case318,r021,r011,assignee,approver,2017-04-17 04:14:00,2017-05-02 23:36:00,transfer_of_task
case318,r011,r011,approver,approver,2017-05-02 23:36:00,2017-06-11 05:31:00,task_execution
case319,r02,r02,assigner,assigner,2017-03-01 23:12:00,2017-04-13 22:49:00,task_execution
case319,r02,r021,assigner,assignee,2017-04-13 22:49:00,2017-04-22 08:25:00,transfer_of_task
case319,r021,r021,assignee,assignee,2017-04-22 08:25:00,2017-05-04 21:24:00,task_execution
case319,r021,r022,assignee,approver,2017-05-04 21:24:00,2017-06-01 20:55:00,transfer_of_task
case319,r022,r022,approver,approver,2017-06-01 20:55:00,2017-06-26 08:54:00,task_execution
case32,r0,r0,assigner,assigner,2017-03-20 20:52:00,2017-04-29 20:17:00,task_execution
case32,r0,r0212,assigner,assignee,2017-04-29 20:17:00,2017-05-04 10:41:00,transfer_of_task
case32,r0212,r0212,assignee,assignee,2017-05-04 10:41:00,2017-05-05 13:16:00,task_execution
case32,r0212,r0211,assignee,approver,2017-05-05 13:16:00,2017-06-17 06:14:00,transfer_of_task
case32,r0211,r0211,approver,approver,2017-06-17 06:14:00,2017-06-22 20:36:00,task_execution
case320,r021,r021,assigner,assigner,2017-03-05 02:45:00,2017-03-16 16:10:00,task_execution
case320,r021,r011,assigner,assignee,2017-03-16 16:10:00,2017-04-07 11:32:00,transfer_of_task
case320,r011,r011,assignee,assignee,2017-04-07 11:32:00,2017-05-09 04:59:00,task_execution
case320,r011,r0212,assignee,approver,2017-05-09 04:59:00,2017-05-16 13:49:00,transfer_of_task
case320,r0212,r0212,approver,approver,2017-05-16 13:49:00,2017-06-18 17:55:00,task_execution
case321,r012,r012,assigner,assigner,2017-03-24 23:58:00,2017-04-03 05:44:00,task_execution
case321,r012,r022,assigner,assignee,2017-04-03 05:44:00,2017-04-25 04:40:00,transfer_of_task
case321,r022,r022,assignee,assignee,2017-04-25 04:40:00,2017-05-23 10:38:00,task_execution
case321,r022,r0212,assignee,approver,2017-05-23 10:38:00,2017-05-29 20:33:00,transfer_of_task
case321,r0212,r0212,approver,approver,2017-05-29 20:33:00,2017-06-26 12:17:00,task_execution
case322,r02,r02,assigner,assigner,2017-03-21 11:41:00,2017-03-23 01:04:00,task_execution
case322,r02,r01,assigner,assignee,2017-03-23 01:04:00,2017-03-24 04:40:00,transfer_of_task
case322,r01,r01,assignee,assignee,2017-03-24 04:40:00,2017-05-10 23:13:00,task_execution
case322,r01,r021,assignee,approver,2017-05-10 23:13:00,2017-06-02 01:02:00,transfer_of_task
case322,r021,r021,approver,approver,2017-06-02 01:02:00,2017-06-30 13:41:00,task_execution
case323,r0,r0,assigner,assigner,2017-04-09 05:38:00,2017-04-15 19:38:00,task_execution
case323,r0,r02,assigner,assignee,2017-04-15 19:38:00,2017-05-11 05:08:00,transfer_of_task
case323,r02,r02,assignee,assignee,2017-05-11 05:08:00,2017-05-18 15:10:00,task_execution
case323,r02,r01,assignee,approver,2017-05-18 15:10:00,2017-05-28 17:02:00,transfer_of_task
case323,r01,r01,approver,approver,2017-05-28 17:02:00,2017-06-26 00:46:00,task_execution
case324,r0,r0,assigner,assigner,2017-03-03 14:32:00,2017-03-15 23:46:00,task_execution
case324,r0,r02,assigner,assignee,2017-03-15 23:46:00,2017-04-06 06:30:00,transfer_of_task
case324,r02,r02,assignee,assignee,2017-04-06 06:30:00,2017-04-11 23:06:00,task_execution
case324,r02,r022,assignee,approver,2017-04-11 23:06:00,2017-05-04 03:15:00,transfer_of_task
case324,r022,r022,approver,approver,2017-05-04 03:15:00,2017-06-20 22:23:00,task_execution
case325,r0,r0,assigner,assigner,2017-03-24 00:26:00,2017-04-04 08:06:00,task_execution
case325,r0,r02,assigner,assignee,2017-04-04 08:06:00,2017-04-23 04:38:00,transfer_of_task
case325,r02,r02,assignee,assignee,2017-04-23 04:38:00,2017-04-23 18:59:00,task_execution
case325,r02,r022,assignee,approver,2017-04-23 18:59:00,2017-06-01 03:13:00,transfer_of_task
case325,r022,r022,approver,approver,2017-06-01 03:13:00,2017-06-15 00:34:00,task_execution
case326,r0,r0,assigner,assigner,2017-03-01 14:06:00,2017-03-02 08:11:00,task_execution
case326,r0,r012,assigner,assignee,2017-03-02 08:11:00,2017-03-30 09:24:00,transfer_of_task
case326,r012,r012,assignee,assignee,2017-03-30 09:24:00,2017-04-02 09:58:00,task_execution
case326,r012,r022,assignee,approver,2017-04-02 09:58:00,2017-05-12 00:13:00,transfer_of_task
case326,r022,r022,approver,approver,2017-05-12 00:13:00,2017-05-16 07:06:00,task_execution
case327,r02,r02,assigner,assigner,2017-03-26 08:47:00,2017-05-03 07:26:00,task_execution
case327,r02,r022,assigner,assignee,2017-05-03 07:26:00,2017-06-04 04:39:00,transfer_of_task
case327,r022,r022,assignee,assignee,2017-06-04 04:39:00,2017-06-11 06:39:00,task_execution
case327,r022,r011,assignee,approver,2017-06-11 06:39:00,2017-06-15 19:55:00,transfer_of_task
case327,r011,r011,approver,approver,2017-06-15 19:55:00,2017-06-22 03:37:00,task_execution
case328,r022,r022,assigner,assigner,2017-03-15 00:54:00,2017-03-25 13:15:00,task_execution
case328,r022,r021,assigner,assignee,2017-03-25 13:15:00,2017-04-05 04:52:00,transfer_of_task
case328,r021,r021,assignee,assignee,2017-04-05 04:52:00,2017-04-06 08:36:00,task_execution
case328,r021,r0211,assignee,approver,2017-04-06 08:36:00,2017-05-15 04:47:00,transfer_of_task
case328,r0211,r0211,approver,approver,2017-05-15 04:47:00,2017-06-23 09:41:00,task_execution
case329,r0,r0,assigner,assigner,2017-03-05 07:18:00,2017-03-06 08:38:00,task_execution
case329,r0,r012,assigner,assignee,2017-03-06 08:38:00,2017-04-05 00:11:00,transfer_of_task
case329,r012,r012,assignee,assignee,2017-04-05 00:11:00,2017-05-11 13:49:00,task_execution
case329,r012,r0212,assignee,approver,2017-05-11 13:49:00,2017-05-19 16:38:00,transfer_of_task
case329,r0212,r0212,approver,approver,2017-05-19 16:38:00,2017-06-09 19:14:00,task_execution
case33,r01,r01,assigner,assigner,2017-03-03 06:10:00,2017-05-22 12:01:00,task_execution
case33,r01,r012,assigner,assignee,2017-05-22 12:01:00,2017-05-28 15:31:00,transfer_of_task
case33,r012,r012,assignee,assignee,2017-05-28 15:31:00,2017-06-02 02:15:00,task_execution
case33,r012,r011,assignee,approver,2017-06-02 02:15:00,2017-06-15 02:23:00,transfer_of_task
case33,r011,r011,approver,approver,2017-06-15 02:23:00,2017-06-28 04:05:00,task_execution
case330,r0,r0,assigner,assigner,2017-04-02 13:06:00,2017-04-02 14:07:00,task_execution
case330,r0,r01,assigner,assignee,2017-04-02 14:07:00,2017-05-03 04:20:00,transfer_of_task
case330,r01,r01,assignee,assignee,2017-05-03 04:20:00,2017-05-12 03:25:00,task_execution
case330,r01,r0212,assignee,approver,2017-05-12 03:25:00,2017-05-15 00:52:00,transfer_of_task
case330,r0212,r0212,approver,approver,2017-05-15 00:52:00,2017-06-27 19:32:00,task_execution
case331,r0,r0,assigner,assigner,2017-03-10 06:30:00,2017-03-20 15:37:00,task_execution
case331,r0,r01,assigner,assignee,2017-03-20 15:37:00,2017-03-30 15:11:00,transfer_of_task
case331,r01,r01,assignee,assignee,2017-03-30 15:11:00,2017-05-26 06:50:00,task_execution
case331,r01,r011,assignee,approver,2017-05-26 06:50:00,2017-05-28 09:15:00,transfer_of_task
case331,r011,r011,approver,approver,2017-05-28 09:15:00,2017-06-29 22:34:00,task_execution
case332,r01,r01,assigner,assigner,2017-03-07 12:47:00,2017-04-17 15:03:00,task_execution
case332,r01,r021,assigner,assignee,2017-04-17 15:03:00,2017-05-14 09:43:00,transfer_of_task
case332,r021,r021,assignee,assignee,2017-05-14 09:43:00,2017-06-01 19:25:00,task_execution
case332,r021,r012,assignee,approver,2017-06-01 19:25:00,2017-06-16 13:42:00,transfer_of_task
case332,r012,r012,approver,approver,2017-06-16 13:42:00,2017-06-19 01:11:00,task_execution
case333,r011,r011,assigner,assigner,2017-03-17 14:34:00,2017-03-18 16:16:00,task_execution
case333,r011,r0211,assigner,assignee,2017-03-18 16:16:00,2017-03-22 22:37:00,transfer_of_task
case333,r0211,r0211,assignee,assignee,2017-03-22 22:37:00,2017-04-05 00:46:00,task_execution
case333,r0211,r0212,assignee,approver,2017-04-05 00:46:00,2017-04-21 10:22:00,transfer_of_task
case333,r0212,r0212,approver,approver,2017-04-21 10:22:00,2017-05-04 09:41:00,task_execution
case334,r0,r0,assigner,assigner,2017-03-02 07:08:00,2017-04-02 14:30:00,task_execution
case334,r0,r01,assigner,assignee,2017-04-02 14:30:00,2017-04-20 13:41:00,transfer_of_task
case334,r01,r01,assignee,assignee,2017-04-20 13:41:00,2017-04-23 14:59:00,task_execution
case334,r01,r012,assignee,approver,2017-04-23 14:59:00,2017-05-02 12:51:00,transfer_of_task
case334,r012,r012,approver,approver,2017-05-02 12:51:00,2017-06-13 11:20:00,task_execution
case335,r012,r012,assigner,assigner,2017-03-06 06:48:00,2017-03-22 19:53:00,task_execution
case335,r012,r022,assigner,assignee,2017-03-22 19:53:00,2017-04-22 18:44:00,transfer_of_task
case335,r022,r022,assignee,assignee,2017-04-22 18:44:00,2017-05-05 08:31:00,task_execution
case335,r022,r021,assignee,approver,2017-05-05 08:31:00,2017-05-25 02:03:00,transfer_of_task
case335,r021,r021,approver,approver,2017-05-25 02:03:00,2017-06-18 12:52:00,task_execution
case336,r0,r0,assigner,assigner,2017-04-07 11:27:00,2017-04-19 17:33:00,task_execution
case336,r0,r022,assigner,assignee,2017-04-19 17:33:00,2017-04-28 10:53:00,transfer_of_task
case336,r022,r022,assignee,assignee,2017-04-28 10:53:00,2017-05-01 13:30:00,task_execution
case336,r022,r011,assignee,approver,2017-05-01 13:30:00,2017-05-07 00:36:00,transfer_of_task
case336,r011,r011,approver,approver,2017-05-07 00:36:00,2017-05-25 11:43:00,task_execution
case337,r01,r01,assigner,assigner,2017-03-11 04:27:00,2017-04-05 11:48:00,task_execution
case337,r01,r021,assigner,assignee,2017-04-05 11:48:00,2017-04-28 14:22:00,transfer_of_task
case337,r021,r021,assignee,assignee,2017-04-28 14:22:00,2017-05-07 05:33:00,task_execution
case337,r021,r022,assignee,approver,2017-05-07 05:33:00,2017-05-28 10:38:00,transfer_of_task
case337,r022,r022,approver,approver,2017-05-28 10:38:00,2017-06-07 04:04:00,task_execution
case338,r01,r01,assigner,assigner,2017-03-11 10:07:00,2017-03-19 04:34:00,task_execution
case338,r01,r022,assigner,assignee,2017-03-19 04:34:00,2017-04-11 07:48:00,transfer_of_task
case338,r022,r022,assignee,assignee,2017-04-11 07:48:00,2017-06-11 04:11:00,task_execution
case338,r022,r011,assignee,approver,2017-06-11 04:11:00,2017-06-19 01:45:00,transfer_of_task
case338,r011,r011,approver,approver,2017-06-19 01:45:00,2017-06-30 05:42:00,task_execution
case339,r022,r022,assigner,assigner,2017-03-17 02:38:00,2017-03-27 17:59:00,task_execution
case339,r022,r011,assigner,assignee,2017-03-27 17:59:00,2017-04-06 02:34:00,transfer_of_task
case339,r011,r011,assignee,assignee,2017-04-06 02:34:00,2017-05-02 16:51:00,task_execution
case339,r011,r0212,assignee,approver,2017-05-02 16:51:00,2017-06-02 14:01:00,transfer_of_task
case339,r0212,r0212,approver,approver,2017-06-02 14:01:00,2017-06-16 00:29:00,task_execution
case34,r0,r0,assigner,assigner,2017-03-17 17:41:00,2017-04-11 17:28:00,task_execution
case34,r0,r011,assigner,assignee,2017-04-11 17:28:00,2017-04-23 19:33:00,transfer_of_task
case34,r011,r011,assignee,assignee,2017-04-23 19:33:00,2017-05-07 16:30:00,task_execution
case34,r011,r012,assignee,approver,2017-05-07 16:30:00,2017-05-12 00:52:00,transfer_of_task
case34,r012,r012,approver,approver,2017-05-12 00:52:00,2017-06-24 10:38:00,task_execution
case340,r0,r0,assigner,assigner,2017-03-03 22:31:00,2017-04-12 10:22:00,task_execution
case340,r0,r01,assigner,assignee,2017-04-12 10:22:00,2017-04-22 04:45:00,transfer_of_task
case340,r01,r01,assignee,assignee,2017-04-22 04:45:00,2017-05-03 05:17:00,task_execution
case340,r01,r021,assignee,approver,2017-05-03 05:17:00,2017-05-22 00:30:00,transfer_of_task
case340,r021,r021,approver,approver,2017-05-22 00:30:00,2017-06-22 14:13:00,task_execution
case341,r02,r02,assigner,assigner,2017-03-14 04:41:00,2017-03-14 09:21:00,task_execution
case341,r02,r021,assigner,assignee,2017-03-14 09:21:00,2017-04-30 01:23:00,transfer_of_task
case341,r021,r021,assignee,assignee,2017-04-30 01:23:00,2017-06-24 09:30:00,task_execution
case341,r021,r012,assignee,approver,2017-06-24 09:30:00,2017-06-30 13:57:00,transfer_of_task
case341,r012,r012,approver,approver,2017-06-30 13:57:00,2017-06-30 16:21:00,task_execution
case342,r01,r01,assigner,assigner,2017-05-03 08:24:00,2017-05-12 04:28:00,task_execution
case342,r01,r02,assigner,assignee,2017-05-12 04:28:00,2017-06-18 11:02:00,transfer_of_task
case342,r02,r02,assignee,assignee,2017-06-18 11:02:00,2017-06-19 10:56:00,task_execution
case342,r02,r011,assignee,approver,2017-06-19 10:56:00,2017-06-24 11:33:00,transfer_of_task
case342,r011,r011,approver,approver,2017-06-24 11:33:00,2017-06-24 12:30:00,task_execution
case343,r0,r0,assigner,assigner,2017-03-15 23:44:00,2017-03-16 08:15:00,task_execution
case343,r0,r01,assigner,assignee,2017-03-16 08:15:00,2017-03-18 18:53:00,transfer_of_task
case343,r01,r01,assignee,assignee,2017-03-18 18:53:00,2017-03-29 16:17:00,task_execution
case343,r01,r021,assignee,approver,2017-03-29 16:17:00,2017-05-24 15:36:00,transfer_of_task
case343,r021,r021,approver,approver,2017-05-24 15:36:00,2017-06-30 22:46:00,task_execution
case344,r021,r021,assigner,assigner,2017-03-29 06:58:00,2017-05-03 12:42:00,task_execution
case344,r021,r012,assigner,assignee,2017-05-03 12:42:00,2017-05-20 15:36:00,transfer_of_task
case344,r012,r012,assignee,assignee,2017-05-20 15:36:00,2017-05-28 18:43:00,task_execution
case344,r012,r0211,assignee,approver,2017-05-28 18:43:00,2017-05-30 03:41:00,transfer_of_task
case344,r0211,r0211,approver,approver,2017-05-30 03:41:00,2017-06-04 04:18:00,task_execution
case345,r02,r02,assigner,assigner,2017-03-02 19:20:00,2017-03-13 01:34:00,task_execution
case345,r02,r012,assigner,assignee,2017-03-13 01:34:00,2017-04-11 01:31:00,transfer_of_task
case345,r012,r012,assignee,assignee,2017-04-11 01:31:00,2017-04-11 22:02:00,task_execution
case345,r012,r0212,assignee,approver,2017-04-11 22:02:00,2017-05-16 19:23:00,transfer_of_task
case345,r0212,r0212,approver,approver,2017-05-16 19:23:00,2017-05-28 02:16:00,task_execution
case346,r022,r022,assigner,assigner,2017-03-18 20:07:00,2017-03-29 05:56:00,task_execution
case346,r022,r021,assigner,assignee,2017-03-29 05:56:00,2017-04-06 01:45:00,transfer_of_task
case346,r021,r021,assignee,assignee,2017-04-06 01:45:00,2017-04-07 05:40:00,task_execution
case346,r021,r011,assignee,approver,2017-04-07 05:40:00,2017-06-08 09:30:00,transfer_of_task
case346,r011,r011,approver,approver,2017-06-08 09:30:00,2017-06-12 23:31:00,task_execution
case347,r02,r02,assigner,assigner,2017-03-24 10:47:00,2017-03-27 00:52:00,task_execution
case347,r02,r022,assigner,assignee,2017-03-27 00:52:00,2017-04-21 05:21:00,transfer_of_task
case347,r022,r022,assignee,assignee,2017-04-21 05:21:00,2017-04-22 20:17:00,task_execution
case347,r022,r0212,assignee,approver,2017-04-22 20:17:00,2017-04-30 17:38:00,transfer_of_task
case347,r0212,r0212,approver,approver,2017-04-30 17:38:00,2017-05-10 00:07:00,task_execution
case348,r02,r02,assigner,assigner,2017-03-02 19:21:00,2017-03-10 01:14:00,task_execution
case348,r02,r01,assigner,assignee,2017-03-10 01:14:00,2017-03-30 06:42:00,transfer_of_task
case348,r01,r01,assignee,assignee,2017-03-30 06:42:00,2017-05-08 06:15:00,task_execution
case348,r01,r011,assignee,approver,2017-05-08 06:15:00,2017-05-13 05:49:00,transfer_of_task
case348,r011,r011,approver,approver,2017-05-13 05:49:00,2017-06-15 01:47:00,task_execution
case349,r012,r012,assigner,assigner,2017-03-07 04:35:00,2017-03-19 00:54:00,task_execution
case349,r012,r021,assigner,assignee,2017-03-19 00:54:00,2017-04-06 23:58:00,transfer_of_task
case349,r021,r021,assignee,assignee,2017-04-06 23:58:00,2017-04-18 07:12:00,task_execution
case349,r021,r0212,assignee,approver,2017-04-18 07:12:00,2017-05-29 20:09:00,transfer_of_task
case349,r0212,r0212,approver,approver,2017-05-29 20:09:00,2017-06-27 21:53:00,task_execution
case35,r0,r0,assigner,assigner,2017-04-18 21:29:00,2017-04-21 12:07:00,task_execution
case35,r0,r012,assigner,assignee,2017-04-21 12:07:00,2017-05-08 10:59:00,transfer_of_task
case35,r012,r012,assignee,assignee,2017-05-08 10:59:00,2017-05-14 21:38:00,task_execution
case35,r012,r021,assignee,approver,2017-05-14 21:38:00,2017-06-03 12:34:00,transfer_of_task
case35,r021,r021,approver,approver,2017-06-03 12:34:00,2017-06-09 05:37:00,task_execution
case350,r021,r021,assigner,assigner,2017-03-07 18:31:00,2017-03-29 22:29:00,task_execution
case350,r021,r012,assigner,assignee,2017-03-29 22:29:00,2017-04-04 09:11:00,transfer_of_task
case350,r012,r012,assignee,assignee,2017-04-04 09:11:00,2017-04-19 00:32:00,task_execution
case350,r012,r0212,assignee,approver,2017-04-19 00:32:00,2017-04-20 08:31:00,transfer_of_task
case350,r0212,r0212,approver,approver,2017-04-20 08:31:00,2017-05-25 05:01:00,task_execution
case351,r022,r022,assigner,assigner,2017-03-18 00:54:00,2017-03-20 16:21:00,task_execution
case351,r022,r0211,assigner,assignee,2017-03-20 16:21:00,2017-03-28 09:06:00,transfer_of_task
case351,r0211,r0211,assignee,assignee,2017-03-28 09:06:00,2017-06-09 15:44:00,task_execution
case351,r0211,r0212,assignee,approver,2017-06-09 15:44:00,2017-06-17 20:17:00,transfer_of_task
case351,r0212,r0212,approver,approver,2017-06-17 20:17:00,2017-06-27 06:13:00,task_execution
case352,r012,r012,assigner,assigner,2017-03-25 17:49:00,2017-03-25 21:00:00,task_execution
case352,r012,r021,assigner,assignee,2017-03-25 21:00:00,2017-03-30 18:46:00,transfer_of_task
case352,r021,r021,assignee,assignee,2017-03-30 18:46:00,2017-04-28 22:50:00,task_execution
case352,r021,r0212,assignee,approver,2017-04-28 22:50:00,2017-05-02 10:52:00,transfer_of_task
case352,r0212,r0212,approver,approver,2017-05-02 10:52:00,2017-05-12 13:09:00,task_execution
case353,r01,r01,assigner,assigner,2017-03-17 14:54:00,2017-03-18 21:01:00,task_execution
case353,r01,r012,assigner,assignee,2017-03-18 21:01:00,2017-03-21 00:56:00,transfer_of_task
case353,r012,r012,assignee,assignee,2017-03-21 00:56:00,2017-03-30 16:39:00,task_execution
case353,r012,r022,assignee,approver,2017-03-30 16:39:00,2017-06-11 12:17:00,transfer_of_task
case353,r022,r022,approver,approver,2017-06-11 12:17:00,2017-06-17 14:06:00,task_execution
case354,r02,r02,assigner,assigner,2017-04-20 22:13:00,2017-05-02 01:27:00,task_execution
case354,r02,r01,assigner,assignee,2017-05-02 01:27:00,2017-05-04 14:10:00,transfer_of_task
case354,r01,r01,assignee,assignee,2017-05-04 14:10:00,2017-06-03 15:12:00,task_execution
case354,r01,r012,assignee,approver,2017-06-03 15:12:00,2017-06-08 10:59:00,transfer_of_task
case354,r012,r012,approver,approver,2017-06-08 10:59:00,2017-06-23 18:49:00,task_execution
case355,r011,r011,assigner,assigner,2017-03-20 11:35:00,2017-03-30 22:21:00,task_execution
case355,r011,r022,assigner,assignee,2017-03-30 22:21:00,2017-04-10 12:38:00,transfer_of_task
case355,r022,r022,assignee,assignee,2017-04-10 12:38:00,2017-05-16 18:27:00,task_execution
case355,r022,r021,assignee,approver,2017-05-16 18:27:00,2017-06-20 08:00:00,transfer_of_task
case355,r021,r021,approver,approver,2017-06-20 08:00:00,2017-06-29 11:09:00,task_execution
case356,r011,r011,assigner,assigner,2017-03-16 21:34:00,2017-03-21 20:23:00,task_execution
case356,r011,r012,assigner,assignee,2017-03-21 20:23:00,2017-04-17 07:57:00,transfer_of_task
case356,r012,r012,assignee,assignee,2017-04-17 07:57:00,2017-05-03 07:27:00,task_execution
case356,r012,r021,assignee,approver,2017-05-03 07:27:00,2017-05-20 20:30:00,transfer_of_task
case356,r021,r021,approver,approver,2017-05-20 20:30:00,2017-05-23 00:35:00,task_execution
case357,r0,r0,assigner,assigner,2017-03-01 06:49:00,2017-03-06 01:12:00,task_execution
case357,r0,r01,assigner,assignee,2017-03-06 01:12:00,2017-04-09 13:09:00,transfer_of_task
case357,r01,r01,assignee,assignee,2017-04-09 13:09:00,2017-05-17 22:43:00,task_execution
case357,r01,r012,assignee,approver,2017-05-17 22:43:00,2017-05-25 23:59:00,transfer_of_task
case357,r012,r012,approver,approver,2017-05-25 23:59:00,2017-06-22 04:06:00,task_execution
case358,r021,r021,assigner,assigner,2017-04-29 10:30:00,2017-05-02 09:46:00,task_execution
case358,r021,r022,assigner,assignee,2017-05-02 09:46:00,2017-05-09 22:10:00,transfer_of_task
case358,r022,r022,assignee,assignee,2017-05-09 22:10:00,2017-06-04 18:20:00,task_execution
case358,r022,r012,assignee,approver,2017-06-04 18:20:00,2017-06-09 20:30:00,transfer_of_task
case358,r012,r012,approver,approver,2017-06-09 20:30:00,2017-06-11 14:17:00,task_execution
case359,r0,r0,assigner,assigner,2017-03-04 09:15:00,2017-03-11 08:59:00,task_execution
case359,r0,r011,assigner,assignee,2017-03-11 08:59:00,2017-04-03 19:39:00,transfer_of_task
case359,r011,r011,assignee,assignee,2017-04-03 19:39:00,2017-04-06 17:26:00,task_execution
case359,r011,r0211,assignee,approver,2017-04-06 17:26:00,2017-04-24 13:30:00,transfer_of_task
case359,r0211,r0211,approver,approver,2017-04-24 13:30:00,2017-06-07 12:10:00,task_execution
case36,r0,r0,assigner,assigner,2017-03-02 15:25:00,2017-03-07 18:31:00,task_execution
case36,r0,r01,assigner,assignee,2017-03-07 18:31:00,2017-03-10 13:48:00,transfer_of_task
case36,r01,r01,assignee,assignee,2017-03-10 13:48:00,2017-04-12 06:51:00,task_execution
case36,r01,r022,assignee,approver,2017-04-12 06:51:00,2017-06-03 10:29:00,transfer_of_task
case36,r022,r022,approver,approver,2017-06-03 10:29:00,2017-06-16 01:53:00,task_execution
case360,r01,r01,assigner,assigner,2017-03-05 09:31:00,2017-03-13 19:37:00,task_execution
case360,r01,r0212,assigner,assignee,2017-03-13 19:37:00,2017-04-10 18:34:00,transfer_of_task
case360,r0212,r0212,assignee,assignee,2017-04-10 18:34:00,2017-04-25 13:07:00,task_execution
case360,r0212,r0211,assignee,approver,2017-04-25 13:07:00,2017-04-29 19:50:00,transfer_of_task
